show_id,title,release_type,genre,language,country,release_year,release_day,duration_minutes,number_of_seasons,total_episodes,budget_million_usd,marketing_spend_million_usd,cast_popularity_score,director_popularity_score,imdb_rating,critic_score,trailer_views_million,social_media_mentions_k,subscription_plan_popularity,watch_hours_million
NFX009400,Phased bi-directional process improvement,Series,Drama,English,Canada,2018,Tuesday,138,1,10,57.58,11.49,5.12,5.16,7.2,71.5,24.98,167.62,Basic,214.84
NFX009401,Object-based full-range intranet,Series,Horror,German,India,2025,Saturday,74,2,14,49.62,9.58,8.86,1.92,7.6,76.8,33.1,208.08,Premium,284.67
NFX009402,Fundamental didactic archive,Movie,Comedy,German,South Korea,2022,Thursday,157,0,1,23.48,5.77,9.41,2.03,5.9,58.4,30.55,198.59,Standard,166.38
NFX009403,Function-based attitude-oriented attitude,Movie,Romance,English,Spain,2017,Tuesday,111,0,1,63.53,25.75,2.02,3.86,2.9,21.3,47.23,189.18,Premium,230.09
NFX009404,Enhanced uniform neural-net,Movie,Romance,German,Canada,2018,Thursday,112,0,1,36.63,17.29,5.75,4.13,6.7,71.6,46.39,182.45,Standard,242.04
NFX009405,Virtual stable emulation,Movie,Sci-Fi,Korean,USA,2026,Thursday,84,0,1,40.49,9.46,2.7,7.36,6.4,77.7,16.32,79.6,Standard,139.86
NFX009406,Digitized global structure,Movie,Romance,French,Japan,2023,Tuesday,110,0,1,29.91,8.64,6.3,7.23,7.3,65.5,32.26,175.49,Premium,221.75
NFX009407,Seamless transitional functionalities,Movie,Comedy,Spanish,Spain,2026,Thursday,128,0,1,71.82,18.53,2.3,2.87,4.8,59.1,39.04,168.21,Premium,191.96
NFX009408,Synchronized solution-oriented Graphical User Interface,Movie,Horror,Japanese,USA,2017,Sunday,109,0,1,71.92,18.62,1.17,7.8,5,45.8,36.28,94.2,Basic,160.08
NFX009409,Implemented 6thgeneration strategy,Movie,Comedy,Spanish,USA,2022,Friday,77,0,1,59.36,20.39,3.94,1.18,5.6,58,51.4,213.64,Premium,231.33
NFX009410,Networked empowering encoding,Movie,Sci-Fi,Korean,Canada,2020,Friday,144,0,1,49.55,14.34,5.18,4.29,6.9,65.4,36.9,155.89,Basic,208.48
NFX009411,Diverse holistic methodology,Movie,Romance,Korean,Spain,2019,Monday,83,0,1,83.65,24.21,5.91,8.16,6.1,47.7,65.95,209.73,Standard,289.61
NFX009412,Balanced optimizing framework,Series,Romance,Spanish,Spain,2025,Wednesday,77,3,36,8.42,3.54,7.69,2.59,6.2,59.8,15.81,168.32,Basic,232.13
NFX009413,Secured real-time portal,Series,Fantasy,English,South Korea,2018,Monday,68,7,91,29.41,7.04,7.75,9.84,6.9,60.9,32.35,153.03,Premium,259.92
NFX009414,Open-architected zero-defect portal,Movie,Romance,Hindi,UK,2024,Friday,128,0,1,44.67,24.77,7.14,5.27,8.2,90.7,59.84,238.79,Premium,330.47
NFX009415,Optional systematic process improvement,Movie,Comedy,Japanese,Japan,2023,Tuesday,107,0,1,18.57,6.51,1.2,8.12,6.2,61.1,20.17,52.17,Standard,125.48
NFX009416,Monitored 4thgeneration matrix,Movie,Drama,Japanese,Spain,2021,Sunday,72,0,1,5,2.54,6.28,7.01,5.6,63.9,10.5,141.38,Standard,142.55
NFX009417,Intuitive multi-state emulation,Movie,Documentary,German,Spain,2019,Monday,110,0,1,66.63,16.07,8.91,6.06,7.4,63.3,54.34,214.33,Standard,325.67
NFX009418,Total intermediate groupware,Series,Comedy,Korean,Japan,2017,Thursday,117,3,24,75.6,35.52,1.91,3.79,4.4,35.3,75.46,264.12,Premium,309.81
NFX009419,Devolved bi-directional middleware,Series,Comedy,English,UK,2019,Sunday,93,5,50,30.48,4.81,3.38,2.87,6.7,63.1,23.47,82.34,Standard,217.73
NFX009420,Decentralized asymmetric task-force,Movie,Romance,Hindi,USA,2015,Thursday,93,0,1,33.04,8.99,4.6,3.77,5.3,59.5,36.38,114.27,Standard,209.99
NFX009421,Re-engineered 4thgeneration leverage,Movie,Fantasy,English,South Korea,2016,Saturday,83,0,1,57.58,25.69,2.77,7.7,6.4,55.1,48.74,211.25,Premium,288.68
NFX009422,Streamlined static emulation,Series,Fantasy,Hindi,South Korea,2017,Saturday,100,5,30,23.31,7.45,8.89,2.26,7.6,70,29.86,146.38,Basic,244.78
NFX009423,Polarized regional superstructure,Series,Horror,Korean,Japan,2016,Saturday,109,3,39,13.59,3.26,5.19,1.72,4.2,41.9,24.34,110.37,Premium,170.74
NFX009424,Organized foreground application,Series,Horror,Hindi,South Korea,2020,Monday,104,5,40,23.31,13.54,4.01,2.21,5,57.7,35.5,174.01,Basic,254.53
NFX009425,Programmable didactic emulation,Movie,Drama,Hindi,USA,2015,Wednesday,81,0,1,35.32,11.41,4.33,6.92,7.5,70.1,33.4,120.21,Basic,198
NFX009426,Innovative static intranet,Series,Comedy,Korean,South Korea,2023,Friday,114,5,60,26.73,6.88,6.4,1.42,6.4,72.7,34.51,152.01,Premium,241.21
NFX009427,Persistent solution-oriented projection,Series,Thriller,German,India,2026,Saturday,146,6,72,36.03,5.42,7.56,7.18,6.7,73.1,20.65,137.79,Standard,250.32
NFX009428,Proactive mobile capacity,Series,Horror,Korean,South Korea,2026,Saturday,85,7,49,51.83,29.91,3.58,1.02,5.3,66,61.35,247.78,Basic,406.18
NFX009429,Organic context-sensitive superstructure,Series,Action,German,Spain,2019,Tuesday,126,3,18,60.72,32.07,3.63,9.93,7.9,84.9,63.25,266.63,Basic,347.66
NFX009430,Digitized grid-enabled concept,Series,Comedy,Japanese,Spain,2015,Monday,164,1,13,69.49,27.07,9.2,9.33,8.2,76.7,72.79,321.55,Basic,414.04
NFX009431,Business-focused bottom-line help-desk,Movie,Thriller,German,Canada,2015,Sunday,120,0,1,35.45,19.82,8.16,4.22,6.7,74.8,52.95,231.87,Standard,249.4
NFX009432,Public-key reciprocal frame,Movie,Sci-Fi,Spanish,Spain,2024,Sunday,125,0,1,69.7,38.07,2.54,8.09,5.4,48.3,77.45,231.67,Basic,335.15
NFX009433,Implemented neutral product,Movie,Horror,German,UK,2023,Saturday,98,0,1,62.31,20.43,8.79,2.43,6.9,77.4,52.02,271.84,Standard,309.81
NFX009434,Networked zero-defect portal,Movie,Fantasy,Spanish,Spain,2025,Wednesday,87,0,1,53.82,28.44,6.14,7.74,7.1,66.2,74.4,272.17,Premium,323.56
NFX009435,Team-oriented empowering standardization,Movie,Documentary,Japanese,India,2022,Tuesday,91,0,1,42.63,16,9.13,9.21,8.6,92.7,52.53,194.54,Premium,267.11
NFX009436,Multi-layered foreground benchmark,Series,Action,Spanish,India,2018,Saturday,94,3,36,67.62,22.63,6.3,1.13,7.1,60.6,53.11,237.91,Standard,334.86
NFX009437,Expanded fresh-thinking help-desk,Series,Fantasy,German,India,2015,Monday,111,7,42,45,9.13,2.39,8.27,4.3,48.5,18.42,88.04,Basic,195.76
NFX009438,Synergistic coherent workforce,Movie,Comedy,English,South Korea,2022,Saturday,117,0,1,41.42,16.28,6.82,5.78,7.3,81.2,43.2,160.59,Standard,214.44
NFX009439,Right-sized even-keeled moratorium,Series,Documentary,Japanese,South Korea,2017,Sunday,61,1,10,72.6,18.26,6.46,7.44,6.3,67.4,48.5,237.16,Basic,278.44
NFX009440,Automated global pricing structure,Series,Comedy,Hindi,Spain,2016,Friday,97,4,28,5,2.76,3.75,3.45,6,63.5,14.1,80.86,Standard,127.89
NFX009441,Digitized human-resource projection,Series,Sci-Fi,Hindi,India,2021,Thursday,127,3,27,51.14,7.83,7.29,7.48,7.7,82.5,29.78,127.49,Standard,263.51
NFX009442,Networked local instruction set,Movie,Fantasy,German,India,2025,Friday,122,0,1,11.51,5.85,9.77,6.22,8.3,83.8,34.35,183.19,Standard,217.88
NFX009443,Polarized zero tolerance neural-net,Movie,Comedy,Korean,South Korea,2020,Tuesday,105,0,1,59.15,29.88,3.31,6.53,5.1,55,64.3,195.07,Standard,252.39
NFX009444,Fundamental multi-tasking info-mediaries,Movie,Sci-Fi,Hindi,South Korea,2015,Tuesday,77,0,1,26.03,6.13,3.06,8.74,6.5,57.1,14.38,104.92,Standard,150
NFX009445,Multi-lateral impactful monitoring,Movie,Comedy,French,India,2015,Friday,90,0,1,5,2.44,7.19,7.92,6.1,61.7,11.25,134.16,Standard,87.83
NFX009446,Operative client-server interface,Series,Documentary,Spanish,UK,2017,Tuesday,79,5,35,41.62,14.55,7.3,4.18,8.3,74.6,33.68,184.65,Premium,304.51
NFX009447,Universal bottom-line standardization,Movie,Horror,Hindi,India,2018,Wednesday,89,0,1,56.64,24.15,2.66,3.3,4.9,48.3,55.51,176.83,Basic,298.63
NFX009448,Seamless explicit project,Movie,Documentary,French,South Korea,2026,Sunday,86,0,1,35.32,10.91,9.52,4.28,6.1,65.1,39.87,241.2,Premium,159.79
NFX009449,Profound maximized analyzer,Series,Action,French,Spain,2025,Monday,131,3,30,37.72,10.3,1.32,7.3,6.6,70.1,21.81,64.95,Standard,230.58
NFX009450,Phased maximized capacity,Movie,Romance,English,UK,2025,Sunday,90,0,1,43.89,25.87,4.17,4.42,6.5,67,56.11,218.31,Premium,288.4
NFX009451,Assimilated directional Local Area Network,Movie,Fantasy,Korean,India,2020,Wednesday,108,0,1,55.81,32.17,1.95,2.59,5.4,51.7,55.08,233.41,Premium,274.83
NFX009452,Expanded system-worthy matrices,Series,Fantasy,Korean,Japan,2019,Tuesday,115,2,26,37.92,18.15,1.83,9.65,7,65,35.43,137.15,Premium,237.15
NFX009453,Customizable client-server matrix,Movie,Horror,English,Canada,2016,Thursday,117,0,1,64.59,21.12,2.02,8.91,6.1,65.3,48.39,163.39,Basic,275.8
NFX009454,Public-key user-facing hub,Series,Fantasy,Korean,Japan,2016,Tuesday,130,4,28,27.06,8.38,3.91,1.87,4.9,54.6,23.77,126.02,Standard,231.08
NFX009455,Profit-focused multimedia hub,Movie,Fantasy,English,South Korea,2019,Wednesday,115,0,1,21.43,6.57,2.3,4.97,7.1,73.5,10.78,87.25,Premium,167.94
NFX009456,Organic heuristic system engine,Movie,Thriller,Korean,India,2024,Sunday,133,0,1,41.76,8.27,2.32,2.89,2.7,20,20.87,86.25,Basic,131.13
NFX009457,Mandatory systemic algorithm,Movie,Documentary,Korean,South Korea,2022,Sunday,196,0,1,52.07,19.39,5.8,7.66,7.8,79.7,52.3,187.95,Basic,299.56
NFX009458,Managed actuating solution,Movie,Comedy,Spanish,India,2021,Sunday,67,0,1,37.96,18.66,1.07,3.29,4.6,51,33.16,131.06,Basic,197.57
NFX009459,Seamless background hardware,Series,Drama,German,India,2024,Sunday,95,6,48,47.84,21.37,4.85,4.71,6,57.5,46.69,176.89,Standard,277.73
NFX009460,Triple-buffered optimizing product,Movie,Romance,Korean,UK,2019,Wednesday,121,0,1,19.23,10.93,9.52,1.36,8.7,88.3,37.3,227.27,Standard,168.28
NFX009461,Re-engineered solution-oriented flexibility,Series,Sci-Fi,French,UK,2020,Monday,88,5,65,66.56,22.04,2.67,3.27,5.7,63.2,45.98,187.09,Basic,318.26
NFX009462,Implemented zero tolerance open system,Series,Fantasy,Korean,USA,2022,Friday,126,4,32,39.79,14.54,1.11,9.61,7.5,64,22.27,97.83,Basic,213.24
NFX009463,Pre-emptive hybrid leverage,Series,Sci-Fi,Japanese,India,2020,Friday,84,3,18,43.47,16.59,9.64,1.44,7.1,66,48.61,223.62,Premium,278.12
NFX009464,Organized eco-centric knowledgebase,Movie,Thriller,French,India,2020,Saturday,106,0,1,20.48,8.63,3.98,3.4,5,58.3,15.03,107.44,Basic,181.89
NFX009465,Customizable foreground hierarchy,Series,Action,Korean,Japan,2019,Saturday,60,3,30,17.56,5.41,6.39,6.56,6,69.7,25.79,145.86,Standard,172.96
NFX009466,Virtual homogeneous concept,Movie,Horror,German,Canada,2019,Thursday,76,0,1,23.08,13.02,6.04,1.34,6.7,66.9,33.54,166.25,Standard,195.76
NFX009467,Customer-focused regional matrices,Series,Action,English,India,2026,Saturday,140,7,77,11.61,4.15,3.63,7.65,7.5,67.3,9.65,95.17,Standard,178.79
NFX009468,Sharable tangible concept,Series,Thriller,Hindi,India,2026,Monday,89,2,16,59.24,18.53,7.39,8.86,7.7,68.1,37.77,225.25,Premium,318.7
NFX009469,Future-proofed 24hour groupware,Movie,Romance,German,UK,2018,Sunday,97,0,1,57.62,9.8,2.7,7.11,6.6,70,28.98,95.53,Standard,212.17
NFX009470,Sharable executive parallelism,Series,Thriller,Japanese,Spain,2025,Saturday,118,5,50,24.57,8.77,5.04,9.21,6.9,87.6,23.35,116.85,Premium,201.18
NFX009471,Implemented bifurcated database,Series,Comedy,Hindi,Spain,2021,Monday,90,1,10,40.9,19.93,3.76,8.6,5.7,75,42.8,172.27,Standard,285
NFX009472,Horizontal fresh-thinking application,Movie,Fantasy,French,UK,2021,Monday,114,0,1,37.51,16.44,9.79,8.31,8.7,87.5,46.5,253.24,Premium,267.22
NFX009473,Multi-layered human-resource algorithm,Series,Sci-Fi,Japanese,Spain,2017,Wednesday,104,5,70,25.6,13.68,1.1,5.63,6.2,70,32.54,107.65,Standard,203.6
NFX009474,Function-based disintermediate middleware,Movie,Drama,Korean,Japan,2019,Sunday,110,0,1,61.17,20.19,5.82,2.6,6,76.9,52.88,206.2,Premium,260.72
NFX009475,Programmable logistical structure,Movie,Fantasy,French,India,2022,Friday,100,0,1,43.53,20.1,4.5,6.67,7.1,71.1,43.39,206.37,Basic,194.71
NFX009476,Organic fresh-thinking focus group,Movie,Documentary,Hindi,Spain,2016,Friday,69,0,1,31.83,13.17,6.02,7.78,7.5,73.6,40.51,191.49,Premium,212.76
NFX009477,Open-architected holistic migration,Series,Drama,Spanish,Japan,2018,Tuesday,142,2,14,21.86,9.53,3.38,4.86,4.9,48.7,35.75,125.17,Standard,141.59
NFX009478,Phased solution-oriented migration,Series,Horror,German,Canada,2018,Monday,65,4,36,11.74,6.9,1.52,7.93,4.7,65.6,21.01,85.59,Basic,217.35
NFX009479,Multi-tiered 24/7 time-frame,Movie,Documentary,French,India,2022,Saturday,76,0,1,55.09,16.76,4.71,9.57,6.2,69.5,41.8,168.04,Basic,177.34
NFX009480,Customer-focused content-based matrix,Series,Documentary,Japanese,South Korea,2026,Saturday,88,1,6,9.96,5.45,7.54,3.07,8.1,78.3,25.32,152.8,Premium,210.57
NFX009481,Diverse motivating info-mediaries,Series,Thriller,Spanish,Japan,2017,Monday,106,7,98,5,0.87,8.43,1.74,6.5,63.5,24.22,188.8,Premium,191.69
NFX009482,Integrated contextually-based pricing structure,Series,Romance,English,India,2021,Tuesday,122,7,49,27.03,7.97,8.1,6.12,8.9,93.6,19.4,152.46,Standard,220.03
NFX009483,Reduced discrete service-desk,Movie,Fantasy,Japanese,Spain,2019,Friday,133,0,1,64.61,36.29,3.11,3,3.5,46.3,63.22,299.49,Premium,305.72
NFX009484,De-engineered homogeneous task-force,Movie,Fantasy,Japanese,Canada,2016,Sunday,110,0,1,63.46,31.64,4.34,3.48,4.9,50.2,69.61,251.72,Premium,406.42
NFX009485,Synchronized uniform Internet solution,Series,Drama,Japanese,USA,2015,Monday,101,3,21,67.55,13.9,5.66,3.8,6.1,55.5,44.51,149.41,Basic,271.38
NFX009486,Seamless even-keeled budgetary management,Series,Comedy,Spanish,Spain,2025,Saturday,91,2,28,45.73,19.81,3.31,9.37,8,70.9,51.03,175.33,Basic,300.55
NFX009487,Reverse-engineered analyzing neural-net,Movie,Documentary,English,India,2016,Sunday,118,0,1,53.1,19.45,1.43,1.81,4.6,43.8,44.24,132.48,Standard,284.22
NFX009488,Automated tertiary collaboration,Movie,Fantasy,French,South Korea,2016,Friday,121,0,1,13.63,2.13,9.51,6.27,7.5,82.1,29.63,139.05,Premium,137.02
NFX009489,Cross-platform interactive paradigm,Series,Romance,German,Canada,2017,Wednesday,101,4,28,29.64,14.04,1.62,4.93,4.7,45.4,22.43,90.88,Basic,178.29
NFX009490,Mandatory foreground moratorium,Series,Thriller,German,USA,2018,Sunday,150,5,40,10.41,2.43,7.06,1.14,6,55.1,17.84,136.3,Basic,204.66
NFX009491,Function-based mobile interface,Movie,Documentary,German,Canada,2022,Saturday,124,0,1,28.48,7.72,4.33,4.44,6.6,59,27.19,72.64,Premium,205.74
NFX009492,Open-source discrete hierarchy,Series,Horror,German,UK,2024,Tuesday,94,4,40,58.17,32.06,4.34,1.39,5.4,53.4,72.42,281.1,Premium,351.22
NFX009493,Business-focused clear-thinking functionalities,Movie,Comedy,French,Spain,2020,Monday,101,0,1,63.5,18.82,6.4,2.91,6.7,57.3,48.91,198.91,Premium,235.4
NFX009494,Self-enabling regional extranet,Movie,Romance,Hindi,Spain,2018,Wednesday,123,0,1,51.12,11.38,3.15,3.21,4.3,28.8,29.51,128.56,Premium,140.68
NFX009495,Optional logistical Graphic Interface,Movie,Drama,German,Spain,2018,Thursday,105,0,1,40.51,12.97,7.69,9.29,8.6,96.5,33.45,195.45,Premium,219.62
NFX009496,Implemented full-range hub,Series,Action,German,UK,2018,Friday,94,2,16,38.11,20.61,4.52,5.41,7.1,74.9,45.4,189.24,Premium,226.1
NFX009497,Self-enabling explicit portal,Series,Thriller,English,Spain,2026,Monday,72,7,70,41.6,14.55,2.16,2.41,5,63.8,39.7,132.73,Premium,261.63
NFX009498,Front-line bottom-line installation,Movie,Comedy,German,Spain,2015,Sunday,70,0,1,42.4,11.59,2.4,1.94,3.9,40.5,25.29,99.01,Premium,142.89
NFX009499,Seamless intermediate contingency,Series,Romance,Korean,India,2018,Friday,139,4,28,28.46,9.54,6.23,8.79,7,78.3,22.84,186.78,Basic,186.08
NFX009500,Innovative composite matrix,Movie,Comedy,English,India,2017,Thursday,113,0,1,32.23,16.06,2.6,4.63,4.9,44.4,33.73,113.78,Standard,173.91
NFX009501,Progressive local neural-net,Series,Romance,Korean,USA,2017,Tuesday,98,6,60,38.66,20.54,4.11,7.61,5.5,40.8,49.45,198.76,Basic,347.5
NFX009502,Up-sized zero-defect hierarchy,Movie,Sci-Fi,English,India,2015,Monday,108,0,1,38.4,13.7,8.88,1.42,5.8,64.7,29.08,199.3,Standard,234.13
NFX009503,Multi-lateral even-keeled Internet solution,Movie,Horror,German,Canada,2026,Monday,121,0,1,67.2,29.37,5.55,3.96,7,59.5,61.33,233.07,Standard,377.38
NFX009504,Compatible foreground moratorium,Movie,Sci-Fi,German,India,2017,Thursday,106,0,1,73.39,37.81,6.71,9.37,6,53.6,74.83,335.41,Standard,416.32
NFX009505,Cross-platform optimizing protocol,Movie,Comedy,Japanese,South Korea,2025,Friday,110,0,1,59.04,33.56,7.09,4.02,5.9,59.4,86.66,328.07,Basic,371.65
NFX009506,Assimilated mission-critical extranet,Movie,Documentary,Hindi,USA,2026,Sunday,105,0,1,29.95,7.85,6.08,5.2,6,54.5,27.28,128.91,Standard,210.89
NFX009507,Cross-group static function,Movie,Documentary,Spanish,India,2019,Sunday,136,0,1,85.62,31.05,2.08,1.49,4.1,37.1,50.74,256.68,Standard,294.07
NFX009508,Switchable bandwidth-monitored open system,Movie,Documentary,English,Spain,2019,Friday,114,0,1,74.07,11.34,7.27,1.45,5.8,59.4,31.81,184.42,Basic,225.37
NFX009509,Face-to-face 5thgeneration groupware,Movie,Action,Hindi,USA,2025,Monday,73,0,1,51.86,26.87,5.26,8.13,7.8,73.1,54.81,253.78,Basic,297.65
NFX009510,Enhanced client-driven capability,Movie,Horror,Japanese,Japan,2026,Sunday,133,0,1,41.36,10.82,5.82,4.22,6.7,47.9,33.74,123.91,Basic,211.36
NFX009511,Synchronized eco-centric moderator,Series,Comedy,Hindi,UK,2019,Sunday,104,6,60,53.02,10.88,2.63,8.47,6.3,61.2,26.05,96.48,Premium,230.16
NFX009512,Profound impactful system engine,Movie,Thriller,Hindi,Spain,2020,Saturday,93,0,1,73.18,18.12,3.47,9.43,7.4,60.8,37.47,144.91,Basic,233.24
NFX009513,Synergized 6thgeneration task-force,Movie,Sci-Fi,French,UK,2017,Monday,70,0,1,45.02,8.88,8.49,4.08,6.3,53.7,33.3,180.73,Basic,188.33
NFX009514,Decentralized hybrid help-desk,Movie,Fantasy,German,USA,2026,Sunday,60,0,1,51.9,24.54,9.16,4.89,7.3,68.9,61.24,311.12,Premium,376.29
NFX009515,Business-focused system-worthy strategy,Series,Drama,English,Canada,2021,Sunday,83,3,18,69.02,33.57,2.85,7.01,4.5,35.6,77.57,231.48,Standard,356.52
NFX009516,Public-key high-level ability,Series,Documentary,English,Canada,2023,Saturday,141,6,72,53.68,21.08,6.17,3.59,7,73.9,48.28,207.83,Basic,314.5
NFX009517,Networked uniform firmware,Series,Drama,Korean,UK,2020,Tuesday,119,1,10,24.66,12.13,2.56,8.71,6.6,80.9,21.21,125.3,Standard,167.67
NFX009518,Quality-focused bi-directional knowledgebase,Movie,Drama,French,Japan,2017,Wednesday,60,0,1,34.05,15.64,8.5,4.94,6,47.4,44.29,215.05,Standard,264.74
NFX009519,Distributed tertiary solution,Movie,Fantasy,English,UK,2021,Saturday,65,0,1,41.57,14.67,8.7,5.92,6.5,67,48.09,220.42,Basic,259.8
NFX009520,Universal asynchronous time-frame,Series,Sci-Fi,Hindi,India,2016,Wednesday,150,7,56,61.09,12.81,7.98,9.9,8.3,81.2,32.94,192.97,Basic,416.31
NFX009521,Intuitive radical instruction set,Movie,Documentary,French,India,2021,Thursday,71,0,1,65.27,35.69,6.82,3.33,6.7,73.7,69.87,270.38,Basic,400.66
NFX009522,Programmable context-sensitive interface,Series,Comedy,English,South Korea,2021,Sunday,143,5,45,50.9,11.85,9.75,6.91,6.6,64,41.82,214.11,Premium,346.74
NFX009523,Synchronized 24hour help-desk,Series,Documentary,English,UK,2018,Tuesday,103,2,16,75.06,14.78,3.34,6.07,5.6,35.5,35.45,158.61,Basic,267.44
NFX009524,Proactive background hierarchy,Series,Comedy,German,Japan,2024,Wednesday,139,5,70,52.18,24.64,2.85,3.72,6.8,70.7,56.14,187.33,Basic,303.43
NFX009525,Team-oriented non-volatile project,Movie,Sci-Fi,French,India,2025,Monday,101,0,1,7.49,2.55,2.15,9.43,8.1,76.1,17.29,43.72,Premium,115.64
NFX009526,Profound object-oriented hub,Series,Horror,Hindi,USA,2017,Sunday,97,2,16,48.85,19.88,1.11,6.07,5,48.8,45.68,162.35,Premium,171.78
NFX009527,Universal system-worthy utilization,Movie,Romance,English,UK,2022,Wednesday,144,0,1,40.53,12.37,3.97,9,6.1,50,34.18,159.24,Basic,193.81
NFX009528,Cloned reciprocal installation,Movie,Action,Japanese,Japan,2020,Saturday,112,0,1,62.43,25.36,1.61,6.35,5.1,60.3,52.12,156.42,Standard,301.83
NFX009529,Automated coherent framework,Series,Action,Hindi,India,2026,Friday,133,5,50,48.9,19.62,1.61,2.32,3.9,48.9,41.28,122.08,Basic,208.52
NFX009530,Balanced client-driven orchestration,Movie,Documentary,Hindi,Japan,2021,Friday,73,0,1,49.88,11.17,5.95,3.04,5.9,60.9,24.13,138.98,Standard,202.78
NFX009531,Organic optimal utilization,Series,Romance,Hindi,India,2017,Friday,81,3,36,42.48,21.56,9.55,3.78,8.1,80.3,66.81,282.87,Basic,298.11
NFX009532,Object-based dynamic core,Series,Fantasy,English,Japan,2022,Monday,112,4,52,33.85,15.71,9.51,7.69,6.5,55.3,48.65,226.37,Basic,234.93
NFX009533,Reactive full-range concept,Series,Comedy,Korean,India,2017,Saturday,77,3,39,37.98,11.64,7.7,2.27,6.1,58,36.41,172.53,Standard,215.48
NFX009534,Monitored responsive policy,Series,Action,English,USA,2016,Saturday,91,3,36,27.27,16.03,8.74,3.68,7,80.7,40.53,263.06,Standard,257.35
NFX009535,Inverse discrete moderator,Series,Fantasy,Hindi,Japan,2024,Monday,122,7,70,80.83,21.79,6.06,8.96,7.4,82.4,58.33,232.41,Standard,392.2
NFX009536,Profit-focused global implementation,Series,Action,English,Canada,2024,Sunday,106,2,14,21.83,10.57,2.4,6.79,4.3,39.1,19.34,71.66,Basic,113.14
NFX009537,Business-focused 24hour middleware,Movie,Romance,German,Japan,2023,Wednesday,135,0,1,8.65,4.06,2.32,4.19,5.5,63.8,7.55,60.09,Standard,74.37
NFX009538,Fundamental discrete extranet,Series,Documentary,German,Japan,2023,Wednesday,147,1,13,44.21,11.84,9.16,5.19,7,59,36.39,259.99,Premium,225.47
NFX009539,Synchronized real-time data-warehouse,Movie,Drama,English,Spain,2017,Monday,139,0,1,52.15,20.72,8.59,8.7,8.4,83.9,56.92,217,Premium,311.46
